name,count
0xb5c0f0ff448c4891e04fd88ff77e634e8c9d6e7b,0.3
0x648aa14e4424e0825a5ce739c8c68610e143fb79,1.0
0x035e2e997c89d0892549ba8cb84522d1f2f96d21,0.00913154446377288
0xc38d3fc47a5017fc2d682642d0f8f9f00c2d9d15,0.009138345411179851
0x48888db73eb818dec38fed2c8d4d08252177de0d,0.1
0x035e2e997c89d0892549ba8cb84522d1f2f96d21,0.009139890595509572
0x69e11da5f5ce91df1a562efeef6e49f0955a8667,0.022977307611003372
0x6b8ddba9c380e68201f76072523c4ac9ac4113ae,0.917
0x3ec44a823e07555b5f889d8d954eec736eb5865b,0.1
0x6b8ddba9c380e68201f76072523c4ac9ac4113ae,0.916
0xde45378c88cc68b2fb9c21d8a23d20d8d498f768,0.25
0x8b6feda5e17e7a8e281916f6a13da42c986f7e21,0.096711312
0x15039ddcbddf1dd6dbab5c5137d9573514c51fa9,0.01
0x1c2c4c9053c4913bebb198e43b8b4467f0f60f2b,0.005
0x9b2779017c635406d4b6cc5eb7b6e0aede320319,0.02269
0xe2f6659e0209c3f79132abdeb95abeba0f1f672f,2.0
0x318b12ea82e5a65d9d3175dda6abec13d57075b5,0.003143809
0x46340b20830761efd32832a74d7169b29feb9758,0.0423
0xcea78aaa93e917fb5e1802901db2b20aa4411b44,0.2
0x68296920dcd2caa510e50d3b120d699168cdf28b,1.5
0xb59cdc85cacd15097ece4c77ed9d225014b4d56d,1.0
0x618ffd1cdabee36ce5992a857cc7463f21272bd7,0.042
0xc0385c781b2f35ae0ba54c2948f4c23afa3bb954,0.002
0x012df4e18e6e4d2ff623e4a7b4aace39179a2ef5,0.045457024928632475
0x0b91ac96007ae10fb85268e570b9251bb6dcd9a8,0.001
0xc714227eea8f751432686d5754e2892af2a2dbeb,0.001
0x4b9516c9776cda4613202211074c8fe119276649,0.001
0x3e051a6f209318d2be3306a0ab2afb7eb2a3b025,0.001
0xa556a96e02ec2efa401decbe8304db686a8534a6,0.001
0xca24c7e2b05e25102019a23cede2536703ddc5aa,0.001
0x08e5610004378209b2c2eb07aa0291e8451c1802,0.001
0x439df2aa8f501d8cd1d4d51eef6d0618a14105d1,0.001
0x0e1da61f4b4c3c7124458f991e863cb470b92215,0.001
0x2679e21cc16b8bc6949ab32793563e756282b571,0.001
0x73c06863a0987493964fe859463ea00d1e2ff55b,0.001
0xff705d6152edd6af4a666e12a253bfd7cbf60f8b,0.001
0x8dd0942c1af39f485f3f99f8d8c089b50ae88554,0.001
0x7c6fa6742ada5a9bc6caa70c40dff91422de767b,0.001
0x170808baa1c2ee0e9a435e1686f0ad96e7072900,0.001
0xd2f9202614fd8f6b7a9f4542b40be6e5a7e2f693,0.001
0xe4b873ffd652c45b24bde78c3ff44508bb03b55c,0.001
0x590840f1239bac10ea082280d872905c90504a3a,0.001
0x0e9bdab79307fbf2ef2c89f9ffa48b095918a3da,0.001
0xc70cda39ae512bf08f83ded8bc4eb143b5169a0c,0.01
0x24966afccdac7343ecef48e03638445771fb84c2,0.0304
0x3750db73bfb63fd1f56d5660940540a2810cd208,0.001
0x7dcd9f8101c79b32815db64e3581c46174262cbf,0.001
0x1476e8cc583dcd2736eee34290b80c115fb5ce66,0.9479123944781666
0x331e5d9c3f48a73a46ad73c4d998c182a7f461e6,0.001
0x7dcd9f8101c79b32815db64e3581c46174262cbf,0.001
0x7dcd9f8101c79b32815db64e3581c46174262cbf,0.001
0x28a4dd546d4808dbcb2f2dee177cfd3c14e6f295,1.0
0x7dcd9f8101c79b32815db64e3581c46174262cbf,0.001
0xbd4eb0295468c80725017f74113f5aebbd6e8d12,2.3
0xb6e6dfcb7cf0e7ff6128cd120e97000bb9e2723b,0.056
0x7a0e841abc23fc519190f756eab2a7e5f1245679,0.1
0x6c0f58ad4eb24da5769412bf34ddee698c4d185b,0.1
0x8b546a9984e8acd2389f1b815c94ce7ee7cdbc9d,1.0
0xac119cc1fc5bb2ec71ce0846685e83881b2f42db,0.01
0x62d6a28620999cd38f54a49bece8c4330b703aa1,0.025
0xeeab357b6583ff64d12045164177546f5c155b45,0.25
0xb88a91e34ab91c46749ae48b292f1c6cbd271d0d,0.00437687361963313
0xc848ac678b6f4d1bba56ae44e14b16e77858f66d,0.001
0x1464d4e3c815de3028572b850c6c34dfc57e9320,0.2
0xc6ddf90790b433743bd050c1d1d45f673a3413f4,3.0
0x9730f197b29e405b88107ab3a0cad727bd06e34e,0.00518
0xbd6324123b244f2a0b21cfac67fe4636ae2db719,0.044
0x28beb6fd342f7f41c0ebe086f78e43468c7a25c1,0.025
0x7be4d5a99c903c437ec77a20cb6d0688cbb73c7f,2.0
0xd206940c782c1456c2d67318147f7af8903b4900,0.005893175584809279
0x212f527cbf536af122931fef9eed1de87f8df6ed,0.04
0x543becace60661c8a0d49e448b2c8a7d33d2189a,0.0054552733
0xf4fb89a6abe29166428b7a2d58999e3023169059,0.001
0xa65895a1da939ad0539cba4fb419d006516ad9a0,1.0
0xe9f686897b30207bfcb5ea6b50888de193e338b7,0.001
0xe9a20e2a6e4b3bfbbb108f0c105623a3ee665883,0.0015
0xdc17ab136ef3c202fb3b377f15a42561a55177a5,0.01
0x6619ad43c3b9b28ddd4951b37a77e204196d4432,0.21943828
0xd4148c175da44e01a974d3d3248471c68695bbca,0.05122
0xd4148c175da44e01a974d3d3248471c68695bbca,0.04177
0x509df279447ba0d453cb35c266da87267cf9395b,0.01
0x8cededbd95faaa973bfca199b51dad4d473d83e2,0.1
0xca461a25872ff5dfbad47bca93a39cda4c52633e,0.02
0x8cededbd95faaa973bfca199b51dad4d473d83e2,5.4
0xe9831c90bfe883c73536e17d3b72a97b56a1ddbb,0.5
0xca461a25872ff5dfbad47bca93a39cda4c52633e,0.02
0xca461a25872ff5dfbad47bca93a39cda4c52633e,0.01
0x38920daff3cbb1f41d2f89c1dc94400d12f730df,0.05
0x5400a2aaf30366795db84b6b7627f32bcc26dff2,0.033
0xe2c6a4a3a83399775ba104f16f94d2eae905d409,0.0045
0x4b64fafefa33d7d583b1a8310ea79b112360f079,0.5
0xbd9c944dcfb31cd24c81ebf1c974d950f44e42b8,0.08
0xbd3dfc4396b55a87816ca43cd0697ae9aa80b67d,0.08582275
0xbd5209425de009dc28478ebeadea217f8c01eb20,0.2206638451116338
0xca461a25872ff5dfbad47bca93a39cda4c52633e,0.01
0xd551234ae421e3bcba99a0da6d736074f22192ff,0.48108032
0x65816bc5a7aa3db20afe5b42dd98f61bfe7b9d4b,0.023
0x55631d121353b340fae0ed3c34855405935b3023,0.02
0x65816bc5a7aa3db20afe5b42dd98f61bfe7b9d4b,0.023
0xba92b1f60b4423a73fd3191bb900f4671095cc2d,21.74631617
0x5ddad02fb1e60b83b4acf7cc5beb104e4392df20,0.035
0xa1d8d972560c2f8144af871db508f0b0b10a3fbf,0.01
0x618ffd1cdabee36ce5992a857cc7463f21272bd7,0.03
0x65816bc5a7aa3db20afe5b42dd98f61bfe7b9d4b,0.02
0x796fc6401705ce6358196fcdf20c7d9f6a0ed8f8,0.02382389
0xd551234ae421e3bcba99a0da6d736074f22192ff,0.04966
0xd24400ae8bfebb18ca49be86258a3c749cf46853,0.03
0xe11bfcbdd43745d4aa6f4f18e24ad24f4623af04,0.5
0x83d1504c59e5ae459d1c7fd12c3b541e22ad0cee,0.0215357579725376
0x14de2c6b28e0c4a06e140e7c91604faeeea350af,0.004467220905665024
0x63ded17a92468166638128740f44ff4ece5409f6,0.2
0xeb113fec2084068c1be69b8cc299c594d09793aa,0.2147342020047586
0x3b275ab2a85f75fbb3a0048ad1716c576e548570,0.04316923
0xe94d6470c26be6c9013c751d843cf86ffea26db5,0.04347209
0x29b1d432a40f40f5418da2d4abf740e5e491629b,0.011
0x378a52fe230cc7c2338fed10123b042259936345,0.022936521395005887
0x0681d8db095565fe8a346fa0277bffde9c0edbbf,0.03693856
0x110a14a8ce2c872b92dc9d30f3f7d88a13068d8e,0.02161891
0x76703a497ea6c61285b43ecd89ed97c87ed3bce1,0.001730463071918045
0x48c135036976cc6f535e748d85f50e699d36117f,0.004
0xdc58226b6f958583b2ea1dfe336897ec0ccdf0ba,0.0436617
0xafe5f9c89780c43a8f7ae5fcee079ea4a4a57e2e,0.05
0x48c135036976cc6f535e748d85f50e699d36117f,0.004
0xa983691826717ffacd95f910e5ac61086e9fe738,0.04277593
0x134b9eab4aa4c1489687c18c10d7338656fde32d,0.1
0xfc7ad3d0cd04ea5ee8da33151283725355574338,0.02
0xcd497374cc72c57c632917d365eef8f74dbef891,0.5
0xd7078d619c99799e68e0b44119d6da1c0367e43a,1.0
0x8f22f2063d253846b53609231ed80fa571bc0c8f,3.71864414
0x20cbe89a028156a1ae384a9022f887f2482bc51f,0.21639213717530362
0x708396f17127c42383e3b9014072679b2f60b82f,0.02497
0x4e421fbda70cdc0a7b252bf5db2a0346525a5128,0.066
0xd39599f9f3a2cb1a7020eccee415c541b05d5b37,0.02
0x050ac21c63ee3edddbe27bdaa7a87b0c9f5fd75b,0.01
0x3070f20f86fda706ac380f5060d256028a46ec29,0.06
0xcedd842cdd37a2b274d6717f4233661d3ad635a4,0.01
0x1e91f31fcada7ca5bf4b30b7ef736be6a75884b6,0.00901653
0xd2960f30e2d5f936bcda5e86792ac251e8a25d04,0.01
0x236818bb6d259e04fcb6b9ff84fec3f05997866d,0.01077967
0xd27abd897ff6b016593f97f4dd00a555f4387c8e,0.025
0xe6ea6de4a06ad97bf2655cfca63f9fc8e772173e,0.01
0x713f90407fc49f0bc59a6661c23fb67692a80e6d,0.01
0x286e22fd01d5f9b88d7a6ff21b1bfc053d106ee1,0.001
0x6cc8184779ef93afcbb4441343e3b80143a4e161,0.005
0x69e1c391e6fa8df94e585b5c5970a1ea51e15db8,0.192826
0x28ba793c62f20ab8778743d5b9426b481f8d51bb,0.005
0x2b5e240594184f33d9e9a7981086a1795de4c3df,0.05
0x60a5dcb2fc804874883b797f37cbf1b0582ac2dd,0.08633
0x940c908bfa23f5784c9361f91e034655b62e6f1e,0.10805344
0x7d1449177dd1c1b4434b7da1d8a04a3d41e4448f,0.2
0x0f045a0d77d24c326316e0315354e7df28b4ac50,0.005
0xc098b2a3aa256d2140208c3de6543aaef5cd3a94,0.04
0x798d1690b64f76dd8761ba1a09bccf84debc32cb,0.04297748
0x4b82eba895994dbfdb89b20387a054355c14ecc3,0.5
0x9f1f8b80690c1775507bac777ab2562717c1bcc3,0.021378210472757748
0xe969bf18fbc0ed94fbeb0821d347d0525a2c880a,0.01
0xf2f88f3405d983431cae6c6ebfdc6e3e0b95b7ef,0.0427
0xe2974ac15aab159db17738b06e1be0d7df72e74e,0.05
0xa1451f2bc20b1b1f480bcbba83dfe015a1074f32,0.2
0x63acda4460c6a380a763cbce8b3221b74442f5eb,0.1
0xa1451f2bc20b1b1f480bcbba83dfe015a1074f32,0.2
0x29d5527caa78f1946a409fa6acaf14a0a4a0274b,0.0109
0x2cdb19135a2beb8a89f1faac0771c2f95f34eb08,0.02127677682363254
0x9776a4a25e08230aa132865d5fce43bc48f0eb18,1.0
0xd551234ae421e3bcba99a0da6d736074f22192ff,0.095
0xb634aedd5b5b29872da3e1f1a1de2bddbfd45027,0.058153
0xe0f0cfde7ee664943906f17f7f14342e76a5cec7,0.05869
0x399e0ae23663f27181ebb4e66ec504b3aab25541,1.0
0x9b2c5b0800dad9c1166082fb8c8b3ab61e64a792,0.05
0x54e6435378a4c4cbeab0a4eadc9729dd11cfa23f,0.5
0x399e0ae23663f27181ebb4e66ec504b3aab25541,1.0
0x54e6435378a4c4cbeab0a4eadc9729dd11cfa23f,0.5
0x6e57707b2788ed47a9b799bc4b461335c172057f,0.13
0x54e6435378a4c4cbeab0a4eadc9729dd11cfa23f,0.5
0x3906821ab211e0b3d303afc96634e77c4ce701ca,0.1
0x8fd05381267eef20d82536e93848e8a7801aacf8,0.05
0x54e6435378a4c4cbeab0a4eadc9729dd11cfa23f,0.5
0xf280be039bb96fa8fa0b3e8fa3220f35ed875c66,0.01
0x1b121eaca7a5c80cd6850533636574c39aa866d4,0.01
0x210fc4b677c5c84233428afa8c2df3a130816df0,0.01
0x1a1a5047a226c9d673c03a8f5cc45035fbfbb00f,0.01
0x97f62c487b8035517476ccc7e9695ccf50399d18,0.01
0xc95c7b7d08a38e08f67ae2f7de4d3856c76ffe09,0.01
0xb68c08040530fa7fd879bdc02f8c5aa45bd1cd89,0.01
0x2f8d892c93661ab73fa1febe7b6ded77ec4b33e7,0.01
0x3a0f47d8896b46be0339a8f1f2b6ef1a3b1f6985,0.02135598
0xc8defbb582f03d05636bb95f1a55bc9949f0791b,0.01
0x67c4438c86c00257d3bca9bbfb3f6234bc961468,3.1337
0x654b967b3850597445c4a25fcd5dce8e3ae454ab,0.00855563730942318
0xf0a416191738d91e0f657409fe954866c088502d,0.01
0x8f22f2063d253846b53609231ed80fa571bc0c8f,0.03769923
0x70a60249aec1fd70eed0b6fd5002db4fed2328c8,0.01
0xd195a96cb2b617d2465e6d7ee811259cc8b06bb8,0.005
0x97e72d2491c9a979997156a390bba38dad1ff96f,0.02128737530919913
0x1c6cac7e89973eede5063f4b2b9a32ddc47d722f,0.021342894950271057
0x24040d8cd8e8efa6c63d99009988656202a838e8,0.42748
0xb81a6be96d71492a02450ab2fbd38ba1c43cf48a,0.1
0xd8dc70b23742a89f385394c82e92d37d2abfe639,0.25
0xc400eeab2b0a75969c3a53d95e1a38d28eae9441,0.1
0x865c2f85c9fea1c6ac7f53de07554d68cb92ed88,0.2
0x97d712d441574888d335b735b90d2a0c753472ad,0.02
0xe6368de4335f10d55d64bb879b7f3d151f8825dd,0.041
0x9b7f9d222202644f2faae9f32bf26370619cad8c,0.08425490307690665
0x67e5ea669a12f1341031148388e7ce6f2322df36,0.02
0x907390d9897b73936e5b927719d462474d9a094d,0.1
0xfed25267df17bfab23a1f8a26802674769d28c7b,0.1
0xd4c4b736f982f9277a5722e4bf1f316ebfc9765b,0.04250924
0x8688515028955734350067695939423222009623,0.1
0xea27f945e3c69c425e75d57c4836ea62629acae7,0.09128418
0xc0c284aee9218352dfad54422f5888b758b2d158,0.03965729
0x8688515028955734350067695939423222009623,0.1
0xb81a6be96d71492a02450ab2fbd38ba1c43cf48a,0.1
0x6c3d1bc99322d7368db92cf22bb35bf4e5ede72e,0.02127569
0xab2e11c99d8830d5d9b2494a565c974595e39eef,0.1
0x05275affa4b235deacf99e490f3834273c15ea8b,0.1
0x5dc86d382cc7b4c96e53778850a797041e1a9c2a,2.0
0xfeb1ee03b02722e1d5d79dac9111d5f9500f943f,0.01
0x202f534c9666f3306eb6dda952d7914742458a02,0.1
0x9d652fc76af187cdc25dc42ee48061a44e2c8d83,0.008063475680557347
0x3f5ce5fbfe3e9af3971dd833d26ba9b5c936f0be,0.1
0x8d8bec2e6b85497909bfc82c7c886f4ecc81a9eb,0.0855
0xab0bee158f2586753e4e46d870f4b63eeb36d968,0.902628503
0x48f3b8871c0da97c2db6ec35e0961fc269870d63,1.0
0xa505b105060eafbf4521e337256ba0433b6fc6bd,0.02
0x5478384f1524b799e53c1049f2f648aee923979c,0.023
0x267be1c1d684f78cb4f6a176c4911b741e4ffdc0,0.1983
0xf60c2ea62edbfe808163751dd0d8693dcb30019c,0.89897711
0xd0d07db6e3ee18701af4ab86fcb14944f9a9360d,0.05
0xa1d8d972560c2f8144af871db508f0b0b10a3fbf,0.101
0x7579ce1010a6ba4ad44c07bece89249023031043,1.0
0x7579ce1010a6ba4ad44c07bece89249023031043,1.0
0xc8f8e2f59dd95ff67c3d39109eca2e2a017d4c8a,4.4
0xd240e9812b5d099223c2fe9013472c189199f25b,0.10746033
0xab4d98c5ec5d829851c2bb0af3bc8bb3d6b02c1c,0.030246224062989352
0xed92f0ffceee1fc0d33f10077b50fa80c1175eb7,0.023796269069007923
0x33d73cc0e060939476a10e47b86a4568c7dcf261,0.108
0x8c2eabdc119131a50d7b52996aa93fd56399257f,1.0
0x91adf14f4c0782634e04dfc6e9be16d950aa4daa,0.06217508
0x088c1e4d2e37312260b24997e909fb9c87055036,0.08591065292096219
0x2bc2ca2a7b3e6edef35223a211ac3b0b9b8d4346,0.5
0x13adb88d0ce40651625b43b597019f9ce3d60bcc,0.0215
0x2a743192a74a57f17e22c2e6312387c7c1bce159,0.003007911814138328
0x789f6b65474ae03edf17506a3f8c2bea2c06af28,0.04295
0xc098b2a3aa256d2140208c3de6543aaef5cd3a94,0.099
0x708396f17127c42383e3b9014072679b2f60b82f,0.205
0xc212f04685cfcc8444d3b8368f045e2a2675c039,6.313
0x79aa1039f40cacd81e83b76670ef8659e02215dc,0.005766603323200839
0x2f1e999b1b356e415c81ab97771a6e103cfbad82,0.02158093
0xd54d3868acafbc0f1782839ecc1e11f9dc4d3bb3,0.02432863
0x5290d78de3b40af8ea0597882b116ae5d2b7344d,0.16245641
0x2ad091ea4f161391a73e03e56ca7ece50fea110e,0.022
0xc45fa64ce8d43f54d634e2d90ef62325df72af30,0.0433086
0xace0c3ff7ae27e11a524bcce0354e439124c8c88,0.03135977
0x73314e3162a4c6ecf37d7cfa437e2c9c98dc3dd4,0.05
0x189cc54002c7a6f0ab11bbe876a76cd68e33bf6c,0.02923494
0x8a9b9d220f3ef3268c1f6a7882dbcf25e96b66da,0.031
0x7ac4a77f6a8555c053397f600643dd863a11d763,0.35
0xb7ca40beb56d3af5f2ec84ce0f5f815b35528e4b,0.3
0xd555a8e67dd2f8007170fb1038aecc14d2b505b6,0.01
0x5abf0857969f09b847c001f50d3c79f084daa612,0.00868921
0x9d78d7c1cfdc1cd7fd256a09f3cc63e1f9d4f679,0.2892321980640073
0x85b931a32a0725be14285b66f1a22178c672d69b,0.011
0xe71bf9a9eb189d2edb2b607398ece7c90b69c5ee,0.02173
0x6f948f8bf0689c5cc5ceb2f29e62f51149919087,1.0
0x180e40b8d10b21796cce59795883cc8f80f5e33c,0.002038623932472578
0x951b4274cdff8573d8226f242d818e89306900d0,0.01
0xa1d8d972560c2f8144af871db508f0b0b10a3fbf,1.04509066
0x8d4d348af8beb04133ffa526417842c9b63ae86a,0.02172204
0x00ec41e597074aab4d79b1574ceec89add35dac8,0.01
0x8ebd5345b1f05577711402bbb38fb75acd79c382,0.04341013
0xd6dbec91e74e159f5d45c24f9ecf3aa6aced36e9,0.10846881087812012
0x534a046f5e0eec65e64e5e3ee74c09a8183e6087,0.087
0x909250eceed5e9b66fc6e973176b9ef4a657cd12,0.21783834651981457
0x5c9e5571b17d91e6accd4f0c29bbe199af1f7b09,0.0
0x83bb781a2a2ca1fec0350f178c911848811cc440,0.5
0xa3c29611ba31348f12e7f7003969178f86f3cea2,0.065
0x83bb781a2a2ca1fec0350f178c911848811cc440,0.5
0x54f922c5080b6f0bf8f101d0479f19abe6e8c4e0,2.976854
0x19c3645187c6d493ac45caa86aef845a6dd05285,1.0
0xa1a3a42cfdbf8e8a664ba2d7f6f78ca278e611db,0.00866949292135903
0xe0f0cfde7ee664943906f17f7f14342e76a5cec7,1.0
0xe5818d70a9b5aed2bfde4e41fbcb07dd80f8fc84,0.216817173285657
0x9817d5109c0c5818de331b08192d4c93dc9bad8b,0.02999364
0x66d9077df20c6663bab50e14c11d7fefb4296b35,0.1
0x0ba29f00caa4a77fc0ba696ccdb90403828b9d9f,0.036956
0xa40c9aea142c036f1038d6a21ecdb30beb6ca51c,0.2
0xa40c9aea142c036f1038d6a21ecdb30beb6ca51c,0.2
0xecc1f032b4edd42507f9250b54391ccd6e243901,0.02
0xef12549ecd3e830a0fa0607de0d178537e87babe,0.005
0x7f6c3d23fe55f63205331640eb14a8171698097c,0.08
0xa737595d2a22d9c88ca8ec120d96488cf58d7023,0.1
0xa8b0409e3db5f7cf73a325e58dbec571eb6a552b,0.04
0x7a738effd10bf108b7617ec8e96a0722fa54c547,0.025
0x2cc96f1a3e55882de61b965b668ae3a5326f4ce0,0.15
